"rol","unidad","años_institucion","comp_digital","uso_plataformas","uso_herramientas_av","actitud_cambio","capacitacion_ti","frecuencia_uso","plan_td","liderazgo_td","presupuesto_ti","dig_matricula","dig_notas","dig_titulacion","dig_pagos","firma_electronica","exp_facilidad","exp_confiabilidad","exp_servicios_enlinea","exp_satisfaccion","problemas_acceso","madurez_actual","madurez_futura","prob_avance_5a"
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",14,4,2,5,3,NA,1,NA,NA,NA,4,NA,2,2,0,2,2,4,3,1,5,2,1
"Estudiante","Facultad de Ingeniería Mecánica",16,2,2,3,5,1,2,NA,NA,NA,3,1,2,5,1,3,1,3,3,1,4,3,3
"Estudiante","Facultad de Ingeniería Civil y Ambiental",13,4,3,2,2,0,3,NA,NA,NA,2,3,3,2,0,3,5,3,2,1,3,3,2
"Estudiante","Facultad de Ingeniería de Sistemas",5,4,NA,2,5,3,3,NA,NA,NA,3,4,2,2,0,4,3,2,3,0,5,5,1
"Estudiante","Facultad de Ingeniería Química y Agroindustria",5,3,3,3,5,0,1,NA,NA,NA,1,NA,NA,2,0,3,1,2,5,0,3,5,2
"Estudiante","Facultad de Geología y Petróleos",16,2,3,1,NA,1,3,NA,NA,NA,2,2,3,2,0,4,1,2,2,0,3,3,4
"Estudiante","Facultad de Ingeniería de Sistemas",10,3,2,3,3,2,1,NA,NA,NA,3,2,1,5,0,3,5,1,2,0,4,2,1
"Estudiante","Facultad de Ingeniería de Sistemas",13,2,1,2,2,2,3,NA,NA,NA,NA,4,3,3,1,2,1,4,4,1,4,1,3
"Estudiante","Facultad de Ciencias Administrativas",6,4,NA,4,2,0,4,NA,NA,NA,5,4,1,NA,1,5,3,3,1,1,2,2,2
"Estudiante","Facultad de Ingeniería Mecánica",16,NA,3,3,5,0,4,NA,NA,NA,3,3,5,NA,1,1,1,4,3,1,4,5,1
"Estudiante","Facultad de Ingeniería Civil y Ambiental",3,3,1,2,2,3,4,NA,NA,NA,NA,5,3,4,1,3,1,2,2,1,2,5,4
"Estudiante","Facultad de Ciencias Administrativas",12,2,NA,1,4,3,3,NA,NA,NA,1,5,5,3,1,2,1,2,3,1,1,5,2
"Estudiante","Facultad de Ingeniería Civil y Ambiental",3,3,3,2,NA,1,3,NA,NA,NA,2,4,2,3,0,2,1,3,2,1,5,4,4
"Estudiante","Facultad de Ciencias Administrativas",7,3,3,NA,4,1,1,NA,NA,NA,3,4,3,2,1,2,1,5,1,0,NA,3,1
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",0,5,1,4,4,0,3,NA,NA,NA,NA,5,2,4,1,2,5,2,3,0,3,2,1
"Estudiante","Facultad de Ciencias Administrativas",9,NA,2,2,5,NA,NA,NA,NA,NA,2,NA,3,5,0,3,3,2,2,1,4,3,2
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",13,1,5,3,3,0,4,NA,NA,NA,5,2,NA,2,1,5,2,5,5,0,3,2,2
"Estudiante","Facultad de Ciencias Administrativas",3,5,5,1,5,1,1,NA,NA,NA,5,2,3,4,0,2,1,3,4,0,2,3,1
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",0,1,5,4,3,2,2,NA,NA,NA,2,5,4,3,1,1,3,2,2,0,1,3,2
"Estudiante","Facultad de Ciencias Administrativas",19,4,4,2,2,1,4,NA,NA,NA,3,4,NA,3,1,4,4,3,2,0,2,3,2
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",5,2,4,NA,5,3,4,NA,NA,NA,3,5,5,3,0,2,3,2,4,1,3,NA,2
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",11,2,4,3,3,2,4,NA,NA,NA,2,5,2,4,1,1,3,2,1,0,3,3,3
"Estudiante","Facultad de Ingeniería Civil y Ambiental",5,3,3,3,NA,2,3,NA,NA,NA,NA,1,2,5,0,4,5,2,3,0,4,1,1
"Estudiante","Facultad de Geología y Petróleos",6,3,4,4,1,1,NA,NA,NA,NA,3,5,4,1,0,2,3,4,4,0,2,2,1
"Estudiante","Facultad de Ingeniería Química y Agroindustria",9,2,1,3,3,1,4,NA,NA,NA,3,4,3,3,1,3,3,4,2,0,4,NA,2
"Estudiante","Facultad de Ciencias",8,2,NA,3,4,0,NA,NA,NA,NA,4,3,NA,4,1,5,3,4,4,1,5,NA,4
"Estudiante","Facultad de Ciencias Administrativas",7,4,3,1,5,1,2,NA,NA,NA,2,2,4,3,1,3,5,4,5,1,NA,4,3
"Estudiante","Facultad de Ciencias",5,3,2,3,NA,3,3,NA,NA,NA,1,2,2,5,1,5,1,4,3,0,3,3,3
"Estudiante","Facultad de Ciencias Administrativas",10,2,5,3,4,1,1,NA,NA,NA,NA,5,NA,5,1,5,4,4,2,1,3,3,2
"Estudiante","Facultad de Ingeniería Química y Agroindustria",19,3,3,4,4,NA,4,NA,NA,NA,2,1,NA,3,0,3,1,3,3,0,2,3,4
"Estudiante","Facultad de Geología y Petróleos",19,4,4,2,3,NA,2,NA,NA,NA,1,4,3,2,0,3,2,4,5,0,2,NA,4
"Estudiante","Facultad de Ciencias",1,3,5,4,4,0,3,NA,NA,NA,2,3,1,3,0,2,1,4,1,1,NA,3,3
"Estudiante","Facultad de Ciencias",7,5,1,2,NA,0,4,NA,NA,NA,5,4,5,3,0,5,4,1,2,0,5,3,3
"Estudiante","Facultad de Ingeniería Civil y Ambiental",16,5,3,3,4,1,1,NA,NA,NA,4,5,3,1,1,5,1,2,5,0,1,5,4
"Estudiante","Facultad de Ciencias",14,3,3,2,2,3,1,NA,NA,NA,5,3,3,5,0,5,2,2,4,1,3,5,1
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",16,4,5,4,4,0,2,NA,NA,NA,5,2,3,3,1,5,2,3,1,0,NA,5,3
"Estudiante","Facultad de Ingeniería Civil y Ambiental",2,4,NA,4,5,0,2,NA,NA,NA,3,5,3,2,1,4,3,1,3,0,2,1,4
"Estudiante","Facultad de Ingeniería Mecánica",23,3,5,3,3,3,NA,NA,NA,NA,4,NA,4,4,0,3,5,4,4,1,3,5,4
"Estudiante","Facultad de Geología y Petróleos",1,4,4,3,NA,2,3,NA,NA,NA,4,3,3,3,0,2,5,4,4,0,4,4,3
"Estudiante","Facultad de Ingeniería Mecánica",13,1,3,1,5,2,4,NA,NA,NA,5,5,1,NA,0,4,4,3,3,1,3,5,1
"Estudiante","Facultad de Ingeniería Civil y Ambiental",9,1,NA,4,5,3,2,NA,NA,NA,3,3,1,1,1,4,2,2,3,0,3,4,3
"Estudiante","Facultad de Ingeniería Mecánica",6,2,NA,1,NA,NA,4,NA,NA,NA,3,4,3,3,NA,1,2,3,2,0,2,2,1
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",6,3,1,5,2,1,4,NA,NA,NA,4,2,5,3,0,3,4,1,1,0,3,4,4
"Estudiante","Facultad de Ingeniería Química y Agroindustria",2,5,1,3,1,1,2,NA,NA,NA,2,3,2,4,1,3,2,2,1,1,1,1,1
"Estudiante","Facultad de Ingeniería Química y Agroindustria",18,2,4,4,3,3,3,NA,NA,NA,1,3,4,3,0,3,2,5,4,1,1,3,4
"Estudiante","Facultad de Ingeniería Civil y Ambiental",9,NA,1,4,3,3,4,NA,NA,NA,5,4,1,2,1,3,5,3,5,0,3,3,3
"Estudiante","Facultad de Ingeniería Mecánica",10,2,4,5,5,0,2,NA,NA,NA,3,2,1,5,1,5,5,1,3,1,2,4,3
"Estudiante","Facultad de Ciencias Administrativas",9,2,5,2,4,1,2,NA,NA,NA,5,1,5,1,1,1,4,4,3,0,2,5,2
"Estudiante","Facultad de Ingeniería Civil y Ambiental",6,2,5,3,2,1,3,NA,NA,NA,2,1,3,3,NA,2,5,3,4,0,2,5,3
"Estudiante","Facultad de Ingeniería Química y Agroindustria",1,2,3,4,2,3,1,NA,NA,NA,NA,4,4,NA,0,3,3,1,4,0,3,1,4
"Estudiante","Facultad de Ingeniería Mecánica",10,5,3,2,NA,1,1,NA,NA,NA,2,5,1,5,0,3,4,4,5,0,1,4,3
"Estudiante","Facultad de Ingeniería de Sistemas",5,4,3,4,4,0,3,NA,NA,NA,4,1,4,4,1,4,4,3,4,0,4,4,2
"Estudiante","Facultad de Ciencias Administrativas",1,NA,1,4,3,2,2,NA,NA,NA,5,3,3,NA,NA,3,2,5,1,1,3,3,2
"Estudiante","Facultad de Ciencias Administrativas",2,5,5,3,5,2,1,NA,NA,NA,5,5,5,1,1,2,2,2,2,1,2,3,2
"Estudiante","Facultad de Ciencias Administrativas",2,2,3,4,2,3,4,NA,NA,NA,1,1,NA,2,0,5,2,4,4,1,2,3,3
"Estudiante","Facultad de Ciencias Administrativas",9,NA,1,3,2,1,4,NA,NA,NA,5,4,2,5,0,2,1,3,2,1,2,3,4
"Estudiante","Facultad de Ciencias Administrativas",18,5,4,4,5,NA,2,NA,NA,NA,3,3,4,2,1,2,5,4,1,0,NA,2,1
"Estudiante","Facultad de Ciencias Administrativas",1,2,4,NA,4,NA,4,NA,NA,NA,2,3,1,2,0,4,4,5,4,1,2,1,3
"Estudiante","Facultad de Geología y Petróleos",11,3,3,4,1,2,1,NA,NA,NA,1,4,3,3,0,1,2,3,2,0,5,4,1
"Estudiante","Facultad de Geología y Petróleos",13,3,3,1,3,1,NA,NA,NA,NA,1,3,3,1,1,3,3,3,1,0,1,3,4
"Estudiante","Facultad de Ciencias",2,1,4,4,3,NA,4,NA,NA,NA,3,1,2,3,1,3,1,4,4,0,3,3,2
"Estudiante","Facultad de Ingeniería de Sistemas",8,4,1,3,4,0,3,NA,NA,NA,3,5,3,2,1,5,4,1,1,0,5,4,1
"Estudiante","Facultad de Ingeniería Mecánica",13,1,3,1,5,0,3,NA,NA,NA,4,1,5,3,0,1,2,5,2,1,NA,5,3
"Estudiante","Facultad de Ingeniería de Sistemas",6,1,2,1,3,2,2,NA,NA,NA,3,2,NA,4,1,3,3,2,2,1,3,3,3
"Estudiante","Facultad de Ciencias",7,4,2,3,5,2,4,NA,NA,NA,1,1,2,2,NA,2,1,2,2,0,4,2,3
"Estudiante","Facultad de Ciencias",10,2,4,1,4,NA,4,NA,NA,NA,1,4,4,4,1,1,3,4,5,1,3,4,3
"Estudiante","Facultad de Ingeniería Química y Agroindustria",8,4,3,4,3,1,3,NA,NA,NA,1,3,2,2,0,3,3,4,3,0,2,NA,3
"Estudiante","Facultad de Ciencias",5,1,1,4,4,NA,4,NA,NA,NA,4,2,NA,1,1,5,5,3,3,0,1,2,1
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",7,1,3,2,3,2,3,NA,NA,NA,1,3,1,5,0,2,2,3,2,0,4,3,2
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",19,2,2,5,5,2,3,NA,NA,NA,4,3,NA,1,NA,5,1,5,3,1,3,2,3
"Estudiante","Facultad de Geología y Petróleos",13,5,3,NA,3,0,NA,NA,NA,NA,NA,1,1,2,1,3,3,3,3,0,3,2,3
"Estudiante","Facultad de Ingeniería Mecánica",3,2,1,1,4,NA,2,NA,NA,NA,2,1,4,4,1,3,2,4,3,1,NA,2,1
"Estudiante","Facultad de Geología y Petróleos",1,2,NA,3,5,1,4,NA,NA,NA,NA,2,3,3,1,3,2,3,4,1,4,4,1
"Estudiante","Facultad de Geología y Petróleos",6,3,2,4,4,0,1,NA,NA,NA,5,NA,2,4,0,3,2,5,3,1,5,3,3
"Estudiante","Facultad de Geología y Petróleos",16,4,3,4,5,3,2,NA,NA,NA,3,NA,3,3,NA,2,1,3,3,0,3,1,1
"Estudiante","Facultad de Ciencias Administrativas",10,NA,5,5,4,2,2,NA,NA,NA,4,3,2,1,0,3,2,5,1,1,3,NA,3
"Estudiante","Facultad de Geología y Petróleos",4,4,3,3,3,0,3,NA,NA,NA,2,4,1,5,1,1,3,4,4,0,5,3,2
"Estudiante","Facultad de Ciencias Administrativas",13,1,3,4,NA,1,4,NA,NA,NA,3,4,5,2,1,2,4,1,5,0,4,5,2
"Estudiante","Facultad de Ciencias",7,NA,1,3,2,1,1,NA,NA,NA,5,3,2,1,0,4,3,3,3,1,2,5,4
"Estudiante","Facultad de Ingeniería Química y Agroindustria",1,4,2,4,5,2,1,NA,NA,NA,3,3,3,1,0,3,1,4,2,0,NA,2,4
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",11,5,1,3,3,3,1,NA,NA,NA,3,2,5,4,1,2,4,1,4,0,4,3,1
"Estudiante","Facultad de Ciencias",17,4,5,3,5,0,4,NA,NA,NA,NA,4,4,3,1,3,3,5,1,0,4,3,4
"Estudiante","Facultad de Geología y Petróleos",11,1,1,4,4,2,4,NA,NA,NA,2,5,5,NA,1,2,2,2,3,1,1,NA,1
"Estudiante","Facultad de Ingeniería Civil y Ambiental",9,5,NA,2,NA,1,2,NA,NA,NA,NA,5,1,1,NA,3,1,2,4,0,5,3,1
"Estudiante","Facultad de Ingeniería Civil y Ambiental",4,1,3,NA,2,2,4,NA,NA,NA,2,5,1,NA,1,1,2,1,2,0,5,4,1
"Estudiante","Facultad de Geología y Petróleos",11,1,NA,4,4,0,3,NA,NA,NA,NA,4,5,NA,0,3,5,1,5,1,3,NA,2
"Estudiante","Facultad de Ingeniería Química y Agroindustria",2,NA,1,3,2,3,1,NA,NA,NA,3,1,4,4,0,5,3,4,2,1,3,5,1
"Estudiante","Facultad de Ciencias",2,5,3,4,3,NA,1,NA,NA,NA,3,3,3,2,1,4,2,2,5,0,2,2,3
"Estudiante","Facultad de Ingeniería Mecánica",8,4,3,3,5,0,1,NA,NA,NA,4,2,2,3,0,3,2,4,3,0,3,3,2
"Estudiante","Facultad de Ingeniería Civil y Ambiental",8,3,4,3,2,2,3,NA,NA,NA,1,3,2,3,0,2,3,1,2,1,3,NA,1
"Estudiante","Facultad de Ingeniería Química y Agroindustria",22,2,5,3,1,1,3,NA,NA,NA,2,NA,4,5,0,5,3,2,5,1,4,5,4
"Estudiante","Facultad de Ingeniería de Sistemas",1,3,1,5,5,2,4,NA,NA,NA,4,1,3,NA,0,2,4,4,5,1,5,2,4
"Estudiante","Facultad de Ciencias Administrativas",9,4,5,4,1,0,3,NA,NA,NA,5,4,5,5,0,5,4,5,1,0,4,3,2
"Estudiante","Facultad de Geología y Petróleos",13,3,5,4,3,2,3,NA,NA,NA,5,NA,3,2,1,2,1,5,4,0,NA,2,2
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",14,5,2,1,3,1,3,NA,NA,NA,3,2,1,3,1,3,1,3,3,0,2,NA,2
"Estudiante","Facultad de Geología y Petróleos",8,3,1,4,5,1,3,NA,NA,NA,3,1,3,1,1,4,5,3,3,0,4,3,3
"Estudiante","Facultad de Ingeniería Química y Agroindustria",4,3,2,4,3,3,3,NA,NA,NA,2,2,2,3,1,2,3,2,2,0,3,3,1
"Estudiante","Facultad de Geología y Petróleos",8,1,1,3,2,0,1,NA,NA,NA,2,5,NA,5,1,5,5,3,1,1,5,5,3
"Estudiante","Facultad de Ingeniería Mecánica",20,1,4,NA,4,0,1,NA,NA,NA,1,3,4,NA,0,5,3,4,3,0,1,3,1
"Estudiante","Facultad de Geología y Petróleos",11,2,5,5,5,3,2,NA,NA,NA,3,1,3,4,1,5,3,2,1,0,2,1,2
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",4,4,NA,3,4,2,3,NA,NA,NA,3,2,5,3,0,3,3,4,3,1,2,4,3
"Estudiante","Facultad de Ingeniería Química y Agroindustria",17,4,5,2,3,1,1,NA,NA,NA,NA,1,5,3,NA,4,3,3,1,1,2,2,2
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",11,4,4,4,3,NA,2,NA,NA,NA,5,NA,3,4,0,4,1,2,3,1,2,4,4
"Estudiante","Facultad de Ciencias",8,1,3,2,2,3,4,NA,NA,NA,3,3,4,3,NA,2,1,4,3,0,3,3,4
"Estudiante","Facultad de Ciencias",8,3,3,4,2,0,1,NA,NA,NA,2,3,4,4,0,3,4,3,2,1,1,5,4
"Estudiante","Facultad de Ingeniería Civil y Ambiental",7,NA,1,3,4,0,4,NA,NA,NA,5,2,3,1,0,4,4,4,2,0,2,NA,2
"Estudiante","Facultad de Ingeniería de Sistemas",10,3,2,2,3,0,1,NA,NA,NA,3,3,4,NA,0,3,3,3,3,1,4,4,4
"Estudiante","Facultad de Ingeniería de Sistemas",5,2,4,4,3,NA,NA,NA,NA,NA,3,NA,NA,2,0,4,3,4,4,0,3,3,4
"Estudiante","Facultad de Ciencias Administrativas",10,2,4,4,2,3,4,NA,NA,NA,3,3,3,1,NA,5,3,4,5,1,3,3,4
"Estudiante","Facultad de Ciencias",2,4,1,3,3,NA,4,NA,NA,NA,4,3,1,3,1,1,1,5,1,1,2,NA,4
"Estudiante","Facultad de Geología y Petróleos",9,5,5,1,5,NA,1,NA,NA,NA,3,NA,1,5,1,2,5,3,3,1,2,2,1
"Estudiante","Facultad de Ingeniería Mecánica",15,NA,NA,NA,3,0,3,NA,NA,NA,4,2,4,2,1,1,3,1,3,1,2,3,3
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",11,2,2,3,5,2,3,NA,NA,NA,4,4,1,3,1,4,1,3,5,1,4,5,4
"Estudiante","Facultad de Ingeniería Civil y Ambiental",14,3,NA,3,5,0,NA,NA,NA,NA,3,3,5,4,0,3,5,4,5,1,3,2,1
"Estudiante","Facultad de Ingeniería Civil y Ambiental",1,2,3,5,1,3,3,NA,NA,NA,1,5,3,3,NA,5,4,1,1,1,3,2,2
"Estudiante","Facultad de Ingeniería Química y Agroindustria",8,5,4,3,1,2,NA,NA,NA,NA,3,5,4,3,1,5,3,1,5,1,4,1,3
"Estudiante","Facultad de Ingeniería Eléctrica y Electrónica",12,3,3,3,2,3,1,NA,NA,NA,4,2,2,NA,1,1,1,3,1,0,3,NA,3
"Estudiante","Facultad de Ingeniería de Sistemas",2,5,1,2,NA,1,4,NA,NA,NA,2,5,4,3,1,2,2,2,1,0,3,2,1
"Estudiante","Facultad de Ingeniería Mecánica",17,5,3,4,4,1,3,NA,NA,NA,3,3,4,3,0,3,2,2,1,0,3,4,1
"Estudiante","Facultad de Ciencias Administrativas",2,NA,3,3,2,1,NA,NA,NA,NA,1,5,3,4,0,2,3,3,1,1,4,5,2
"Estudiante","Facultad de Ciencias Administrativas",9,2,2,2,5,3,2,NA,NA,NA,2,2,3,5,NA,3,3,3,1,1,2,5,4
"Estudiante","Facultad de Ciencias",9,3,2,3,2,1,2,NA,NA,NA,2,5,5,5,1,2,4,3,2,1,NA,3,2
"Estudiante","Facultad de Ingeniería Mecánica",9,2,3,5,NA,3,1,NA,NA,NA,4,1,2,NA,0,3,5,1,1,0,3,4,2
